,User ID,Date,Start Hour,End Hour
260,6,2023-05-10,00:00:00,0 days 01:00:00
261,6,2023-05-10,04:00:00,0 days 05:00:00
262,6,2023-05-10,08:00:00,0 days 09:00:00
263,6,2023-05-10,10:00:00,0 days 11:00:00
264,6,2023-05-10,14:00:00,0 days 15:00:00
265,6,2023-05-10,18:00:00,0 days 19:00:00
266,6,2023-05-10,22:00:00,0 days 23:00:00
267,6,2023-05-11,00:00:00,0 days 01:00:00
268,6,2023-05-11,04:00:00,0 days 05:00:00
269,6,2023-05-11,12:00:00,0 days 13:00:00
270,6,2023-05-11,14:00:00,0 days 15:00:00
271,6,2023-05-11,16:00:00,0 days 17:00:00
272,6,2023-05-11,18:00:00,0 days 19:00:00
273,6,2023-05-11,20:00:00,0 days 21:00:00
274,6,2023-05-12,00:00:00,0 days 01:00:00
275,6,2023-05-12,02:00:00,0 days 03:00:00
276,6,2023-05-12,04:00:00,0 days 05:00:00
277,6,2023-05-12,10:00:00,0 days 11:00:00
278,6,2023-05-12,12:00:00,0 days 13:00:00
279,6,2023-05-12,14:00:00,0 days 15:00:00
280,6,2023-05-12,18:00:00,0 days 19:00:00
281,6,2023-05-12,20:00:00,0 days 21:00:00
282,6,2023-05-12,22:00:00,0 days 23:00:00
283,6,2023-05-13,00:00:00,0 days 01:00:00
284,6,2023-05-13,08:00:00,0 days 09:00:00
285,6,2023-05-13,12:00:00,0 days 13:00:00
286,6,2023-05-13,14:00:00,0 days 15:00:00
287,6,2023-05-13,22:00:00,0 days 23:00:00
288,6,2023-05-14,02:00:00,0 days 03:00:00
289,6,2023-05-14,04:00:00,0 days 05:00:00
290,6,2023-05-14,06:00:00,0 days 07:00:00
291,6,2023-05-14,10:00:00,0 days 11:00:00
292,6,2023-05-14,12:00:00,0 days 13:00:00
293,6,2023-05-14,14:00:00,0 days 15:00:00
294,6,2023-05-14,16:00:00,0 days 17:00:00
295,6,2023-05-14,18:00:00,0 days 19:00:00
296,6,2023-05-14,20:00:00,0 days 21:00:00
297,6,2023-05-14,22:00:00,0 days 23:00:00
298,6,2023-05-15,04:00:00,0 days 05:00:00
299,6,2023-05-15,06:00:00,0 days 07:00:00
300,6,2023-05-15,10:00:00,0 days 11:00:00
301,6,2023-05-15,12:00:00,0 days 13:00:00
302,6,2023-05-15,14:00:00,0 days 15:00:00
303,6,2023-05-15,18:00:00,0 days 19:00:00
304,6,2023-05-15,22:00:00,0 days 23:00:00
305,7,2023-05-09,02:00:00,0 days 03:00:00
306,7,2023-05-09,04:00:00,0 days 05:00:00
307,7,2023-05-09,08:00:00,0 days 09:00:00
308,7,2023-05-09,10:00:00,0 days 11:00:00
309,7,2023-05-09,12:00:00,0 days 13:00:00
310,7,2023-05-09,14:00:00,0 days 15:00:00
311,7,2023-05-09,18:00:00,0 days 19:00:00
312,7,2023-05-10,00:00:00,0 days 01:00:00
313,7,2023-05-10,02:00:00,0 days 03:00:00
314,7,2023-05-10,04:00:00,0 days 05:00:00
315,7,2023-05-10,08:00:00,0 days 09:00:00
316,7,2023-05-10,12:00:00,0 days 13:00:00
317,7,2023-05-10,14:00:00,0 days 15:00:00
318,7,2023-05-10,16:00:00,0 days 17:00:00
319,7,2023-05-10,18:00:00,0 days 19:00:00
320,7,2023-05-11,00:00:00,0 days 01:00:00
321,7,2023-05-11,02:00:00,0 days 03:00:00
322,7,2023-05-11,04:00:00,0 days 05:00:00
323,7,2023-05-11,06:00:00,0 days 07:00:00
324,7,2023-05-11,10:00:00,0 days 11:00:00
325,7,2023-05-11,12:00:00,0 days 13:00:00
326,7,2023-05-11,14:00:00,0 days 15:00:00
327,7,2023-05-11,20:00:00,0 days 21:00:00
328,7,2023-05-11,22:00:00,0 days 23:00:00
329,7,2023-05-12,00:00:00,0 days 01:00:00
330,7,2023-05-12,02:00:00,0 days 03:00:00
331,7,2023-05-12,04:00:00,0 days 05:00:00
332,7,2023-05-12,10:00:00,0 days 11:00:00
333,7,2023-05-12,12:00:00,0 days 13:00:00
334,7,2023-05-12,14:00:00,0 days 15:00:00
335,7,2023-05-12,16:00:00,0 days 17:00:00
336,7,2023-05-12,18:00:00,0 days 19:00:00
337,7,2023-05-12,20:00:00,0 days 21:00:00
338,7,2023-05-13,00:00:00,0 days 01:00:00
339,7,2023-05-13,04:00:00,0 days 05:00:00
340,7,2023-05-13,06:00:00,0 days 07:00:00
341,7,2023-05-13,08:00:00,0 days 09:00:00
342,7,2023-05-13,10:00:00,0 days 11:00:00
343,7,2023-05-13,12:00:00,0 days 13:00:00
344,7,2023-05-13,14:00:00,0 days 15:00:00
345,7,2023-05-13,16:00:00,0 days 17:00:00
346,7,2023-05-13,18:00:00,0 days 19:00:00
347,7,2023-05-13,20:00:00,0 days 21:00:00
348,7,2023-05-13,22:00:00,0 days 23:00:00
349,7,2023-05-14,00:00:00,0 days 01:00:00
350,7,2023-05-14,04:00:00,0 days 05:00:00
351,7,2023-05-14,10:00:00,0 days 11:00:00
352,7,2023-05-14,14:00:00,0 days 15:00:00
353,7,2023-05-14,16:00:00,0 days 17:00:00
354,7,2023-05-14,18:00:00,0 days 19:00:00
355,7,2023-05-14,22:00:00,0 days 23:00:00
356,7,2023-05-15,00:00:00,0 days 01:00:00
357,7,2023-05-15,04:00:00,0 days 05:00:00
358,7,2023-05-15,06:00:00,0 days 07:00:00
359,7,2023-05-15,08:00:00,0 days 09:00:00
360,7,2023-05-15,12:00:00,0 days 13:00:00
361,7,2023-05-15,14:00:00,0 days 15:00:00
362,7,2023-05-15,20:00:00,0 days 21:00:00
363,8,2023-05-09,00:00:00,0 days 01:00:00
364,8,2023-05-09,02:00:00,0 days 03:00:00
365,8,2023-05-09,06:00:00,0 days 07:00:00
366,8,2023-05-09,08:00:00,0 days 09:00:00
367,8,2023-05-09,10:00:00,0 days 11:00:00
368,8,2023-05-09,14:00:00,0 days 15:00:00
369,8,2023-05-09,16:00:00,0 days 17:00:00
370,8,2023-05-09,18:00:00,0 days 19:00:00
371,8,2023-05-09,20:00:00,0 days 21:00:00
372,8,2023-05-09,22:00:00,0 days 23:00:00
373,8,2023-05-10,00:00:00,0 days 01:00:00
374,8,2023-05-10,02:00:00,0 days 03:00:00
375,8,2023-05-10,06:00:00,0 days 07:00:00
376,8,2023-05-10,10:00:00,0 days 11:00:00
377,8,2023-05-10,14:00:00,0 days 15:00:00
378,8,2023-05-10,18:00:00,0 days 19:00:00
379,8,2023-05-10,20:00:00,0 days 21:00:00
380,8,2023-05-10,22:00:00,0 days 23:00:00
381,8,2023-05-11,00:00:00,0 days 01:00:00
382,8,2023-05-11,04:00:00,0 days 05:00:00
383,8,2023-05-11,06:00:00,0 days 07:00:00
384,8,2023-05-11,10:00:00,0 days 11:00:00
385,8,2023-05-11,12:00:00,0 days 13:00:00
386,8,2023-05-11,14:00:00,0 days 15:00:00
387,8,2023-05-11,16:00:00,0 days 17:00:00
388,8,2023-05-11,18:00:00,0 days 19:00:00
389,8,2023-05-11,20:00:00,0 days 21:00:00
390,8,2023-05-11,22:00:00,0 days 23:00:00
391,8,2023-05-12,00:00:00,0 days 01:00:00
392,8,2023-05-12,02:00:00,0 days 03:00:00
393,8,2023-05-12,04:00:00,0 days 05:00:00
394,8,2023-05-12,06:00:00,0 days 07:00:00
395,8,2023-05-12,08:00:00,0 days 09:00:00
396,8,2023-05-12,10:00:00,0 days 11:00:00
397,8,2023-05-12,12:00:00,0 days 13:00:00
398,8,2023-05-12,16:00:00,0 days 17:00:00
399,8,2023-05-13,00:00:00,0 days 01:00:00
400,8,2023-05-13,02:00:00,0 days 03:00:00
401,8,2023-05-13,04:00:00,0 days 05:00:00
402,8,2023-05-13,10:00:00,0 days 11:00:00
403,8,2023-05-13,12:00:00,0 days 13:00:00
404,8,2023-05-13,14:00:00,0 days 15:00:00
405,8,2023-05-13,20:00:00,0 days 21:00:00
406,8,2023-05-13,22:00:00,0 days 23:00:00
407,8,2023-05-14,02:00:00,0 days 03:00:00
408,8,2023-05-14,06:00:00,0 days 07:00:00
409,8,2023-05-14,10:00:00,0 days 11:00:00
410,8,2023-05-14,12:00:00,0 days 13:00:00
411,8,2023-05-14,14:00:00,0 days 15:00:00
412,8,2023-05-14,18:00:00,0 days 19:00:00
413,8,2023-05-14,20:00:00,0 days 21:00:00
414,8,2023-05-15,04:00:00,0 days 05:00:00
415,8,2023-05-15,10:00:00,0 days 11:00:00
416,8,2023-05-15,12:00:00,0 days 13:00:00
417,8,2023-05-15,14:00:00,0 days 15:00:00
418,8,2023-05-15,22:00:00,0 days 23:00:00
419,9,2023-05-09,00:00:00,0 days 01:00:00
420,9,2023-05-09,02:00:00,0 days 03:00:00
421,9,2023-05-09,04:00:00,0 days 05:00:00
422,9,2023-05-09,06:00:00,0 days 07:00:00
423,9,2023-05-09,20:00:00,0 days 21:00:00
424,9,2023-05-09,22:00:00,0 days 23:00:00
425,9,2023-05-10,00:00:00,0 days 01:00:00
426,9,2023-05-10,02:00:00,0 days 03:00:00
427,9,2023-05-10,04:00:00,0 days 05:00:00
428,9,2023-05-10,06:00:00,0 days 07:00:00
429,9,2023-05-10,14:00:00,0 days 15:00:00
430,9,2023-05-10,16:00:00,0 days 17:00:00
431,9,2023-05-10,20:00:00,0 days 21:00:00
432,9,2023-05-10,22:00:00,0 days 23:00:00
433,9,2023-05-11,02:00:00,0 days 03:00:00
434,9,2023-05-11,04:00:00,0 days 05:00:00
435,9,2023-05-11,08:00:00,0 days 09:00:00
436,9,2023-05-11,14:00:00,0 days 15:00:00
437,9,2023-05-11,16:00:00,0 days 17:00:00
438,9,2023-05-11,18:00:00,0 days 19:00:00
439,9,2023-05-11,20:00:00,0 days 21:00:00
440,9,2023-05-12,08:00:00,0 days 09:00:00
441,9,2023-05-12,12:00:00,0 days 13:00:00
442,9,2023-05-12,18:00:00,0 days 19:00:00
443,9,2023-05-13,02:00:00,0 days 03:00:00
444,9,2023-05-13,06:00:00,0 days 07:00:00
445,9,2023-05-13,08:00:00,0 days 09:00:00
446,9,2023-05-13,10:00:00,0 days 11:00:00
447,9,2023-05-13,12:00:00,0 days 13:00:00
448,9,2023-05-13,16:00:00,0 days 17:00:00
449,9,2023-05-13,18:00:00,0 days 19:00:00
450,9,2023-05-13,20:00:00,0 days 21:00:00
451,9,2023-05-13,22:00:00,0 days 23:00:00
452,9,2023-05-14,00:00:00,0 days 01:00:00
453,9,2023-05-14,02:00:00,0 days 03:00:00
454,9,2023-05-14,04:00:00,0 days 05:00:00
455,9,2023-05-14,10:00:00,0 days 11:00:00
456,9,2023-05-14,12:00:00,0 days 13:00:00
457,9,2023-05-14,20:00:00,0 days 21:00:00
458,9,2023-05-14,22:00:00,0 days 23:00:00
459,9,2023-05-15,00:00:00,0 days 01:00:00
460,9,2023-05-15,02:00:00,0 days 03:00:00
461,9,2023-05-15,06:00:00,0 days 07:00:00
462,9,2023-05-15,10:00:00,0 days 11:00:00
463,9,2023-05-15,14:00:00,0 days 15:00:00
464,9,2023-05-15,16:00:00,0 days 17:00:00
465,9,2023-05-15,18:00:00,0 days 19:00:00
466,9,2023-05-15,20:00:00,0 days 21:00:00
467,9,2023-05-15,22:00:00,0 days 23:00:00
468,10,2023-05-09,00:00:00,0 days 01:00:00
469,10,2023-05-09,04:00:00,0 days 05:00:00
470,10,2023-05-09,06:00:00,0 days 07:00:00
471,10,2023-05-09,08:00:00,0 days 09:00:00
472,10,2023-05-09,12:00:00,0 days 13:00:00
473,10,2023-05-09,16:00:00,0 days 17:00:00
474,10,2023-05-09,20:00:00,0 days 21:00:00
475,10,2023-05-09,22:00:00,0 days 23:00:00
476,10,2023-05-10,02:00:00,0 days 03:00:00
477,10,2023-05-10,06:00:00,0 days 07:00:00
478,10,2023-05-10,14:00:00,0 days 15:00:00
479,10,2023-05-10,16:00:00,0 days 17:00:00
480,10,2023-05-10,20:00:00,0 days 21:00:00
481,10,2023-05-11,04:00:00,0 days 05:00:00
482,10,2023-05-11,12:00:00,0 days 13:00:00
483,10,2023-05-11,14:00:00,0 days 15:00:00
484,10,2023-05-11,16:00:00,0 days 17:00:00
485,10,2023-05-11,20:00:00,0 days 21:00:00
486,10,2023-05-11,22:00:00,0 days 23:00:00
487,10,2023-05-12,00:00:00,0 days 01:00:00
488,10,2023-05-12,02:00:00,0 days 03:00:00
489,10,2023-05-12,04:00:00,0 days 05:00:00
490,10,2023-05-12,10:00:00,0 days 11:00:00
491,10,2023-05-12,12:00:00,0 days 13:00:00
492,10,2023-05-12,22:00:00,0 days 23:00:00
493,10,2023-05-13,02:00:00,0 days 03:00:00
494,10,2023-05-13,08:00:00,0 days 09:00:00
495,10,2023-05-13,10:00:00,0 days 11:00:00
496,10,2023-05-13,12:00:00,0 days 13:00:00
497,10,2023-05-13,16:00:00,0 days 17:00:00
498,10,2023-05-13,18:00:00,0 days 19:00:00
499,10,2023-05-13,20:00:00,0 days 21:00:00
500,10,2023-05-13,22:00:00,0 days 23:00:00
501,10,2023-05-14,00:00:00,0 days 01:00:00
502,10,2023-05-14,04:00:00,0 days 05:00:00
503,10,2023-05-14,08:00:00,0 days 09:00:00
504,10,2023-05-14,10:00:00,0 days 11:00:00
505,10,2023-05-14,16:00:00,0 days 17:00:00
506,10,2023-05-14,18:00:00,0 days 19:00:00
507,10,2023-05-14,20:00:00,0 days 21:00:00
508,10,2023-05-14,22:00:00,0 days 23:00:00
509,10,2023-05-15,04:00:00,0 days 05:00:00
510,10,2023-05-15,08:00:00,0 days 09:00:00
511,10,2023-05-15,10:00:00,0 days 11:00:00
512,10,2023-05-15,12:00:00,0 days 13:00:00
513,10,2023-05-15,14:00:00,0 days 15:00:00
514,10,2023-05-15,16:00:00,0 days 17:00:00
515,10,2023-05-15,18:00:00,0 days 19:00:00
516,10,2023-05-15,20:00:00,0 days 21:00:00
517,10,2023-05-15,22:00:00,0 days 23:00:00
